Site,Trap,Date,Date_cal,Round,Genus,Species,Sex,correction_10g,Unadjusted_weight,Mass_g,Elytra_length_mm
QUBS 42,6,11-08-2017,223,3,Nicrophorus,tomentosus,F,0.9753,0.267,0.274,8.53
HUGH 19,6,25-08-2017,237,3,Nicrophorus,tomentosus,F,0.9751,0.267,0.274,8.21
TURID 204,6,14-08-2017,226,3,Nicrophorus,tomentosus,F,0.9747,0.267,0.274,8.12
HUGH 137,0,22-08-2017,234,3,Nicrophorus,tomentosus,F,0.9741,0.267,0.274,8.33
CAPE 47,0,17-08-2017,229,3,Nicrophorus,tomentosus,F,0.9776,0.268,0.274,8.19
CAPE 51,0,17-08-2017,229,3,Nicrophorus,tomentosus,F,0.9809,0.269,0.274,8.49
BRAC 122,6,24-08-2017,236,3,Nicrophorus,tomentosus,F,0.9772,0.268,0.274,7.34
MASS 124,6,16-08-2017,228,3,Nicrophorus,tomentosus,F,0.9768,0.268,0.274,8.64
PANG 108,6,11-08-2017,223,3,Nicrophorus,tomentosus,F,0.98,0.269,0.274,8.51
PANG 108,6,15-09-2017,258,4,Nicrophorus,tomentosus,F,0.9757,0.268,0.275,8.43
HUGH 70,6,25-08-2017,237,3,Nicrophorus,tomentosus,F,0.9756,0.268,0.275,8.28
PANG 140,0,21-08-2017,233,3,Nicrophorus,tomentosus,F,0.9754,0.268,0.275,8.09
CAPE 48,6,15-08-2017,227,3,Nicrophorus,tomentosus,F,0.9754,0.268,0.275,8.56
HUGH 131,0,25-08-2017,237,3,Nicrophorus,tomentosus,F,0.9819,0.27,0.275,8.1
HUGH 19,6,25-08-2017,237,3,Nicrophorus,tomentosus,F,0.9745,0.268,0.275,7.98
PANG 23,6,22-08-2017,234,3,Nicrophorus,tomentosus,F,0.9779,0.269,0.275,9.04
HUGH 137,0,22-08-2017,234,3,Nicrophorus,tomentosus,F,0.9741,0.268,0.275,8.54
BONW 106,6,18-08-2017,230,3,Nicrophorus,tomentosus,F,0.9776,0.269,0.275,8.92
BONW 90,0,14-08-2017,226,3,Nicrophorus,tomentosus,F,0.9775,0.269,0.275,9.06
HUGH 80,6,15-08-2017,227,3,Nicrophorus,tomentosus,F,0.977,0.269,0.275,8.31
CAPE 51,6,17-08-2017,229,3,Nicrophorus,tomentosus,F,0.9766,0.269,0.275,8.64
PANG 25,6,21-08-2017,233,3,Nicrophorus,tomentosus,F,0.9765,0.269,0.275,8.44
BONW 129,6,04-08-2017,216,3,Nicrophorus,tomentosus,F,0.9753,0.269,0.276,7.85
QUBS 42,6,11-08-2017,223,3,Nicrophorus,tomentosus,F,0.9753,0.269,0.276,8
MASS 117,6,16-08-2017,228,3,Nicrophorus,tomentosus,F,0.9745,0.269,0.276,8.74
PANG 115,6,22-09-2017,265,4,Nicrophorus,tomentosus,F,0.9744,0.269,0.276,8.5
CAPE 47,0,17-08-2017,229,3,Nicrophorus,tomentosus,F,0.9776,0.27,0.276,9.47
HUGH 137,6,22-08-2017,234,3,Nicrophorus,tomentosus,F,0.9808,0.271,0.276,8.7
HUGH 137,6,22-08-2017,234,3,Nicrophorus,tomentosus,F,0.9808,0.271,0.276,8.16
PANG 25,6,21-08-2017,233,3,Nicrophorus,tomentosus,F,0.9765,0.27,0.276,8.97
PANG 24,0,22-08-2017,234,3,Nicrophorus,tomentosus,F,0.9764,0.27,0.277,8.54
HUGH 137,0,22-08-2017,234,3,Nicrophorus,tomentosus,F,0.9754,0.27,0.277,8.42
PANG 118,6,03-08-2017,215,3,Nicrophorus,tomentosus,F,0.9748,0.27,0.277,8.17
HUGH 126,6,10-08-2017,222,3,Nicrophorus,tomentosus,F,0.9784,0.271,0.277,8.65
CAPE 55,0,17-08-2017,229,3,Nicrophorus,tomentosus,F,0.978,0.271,0.277,7.87
CAPE 63,0,15-08-2017,227,3,Nicrophorus,tomentosus,F,0.9845,0.273,0.277,8.93
BRAC 84,0,16-09-2017,259,4,Nicrophorus,tomentosus,F,0.9755,0.271,0.278,8.81
BRAC 128,0,24-08-2017,236,3,Nicrophorus,tomentosus,F,0.9754,0.271,0.278,8.51
PANG 114,6,11-08-2017,223,3,Nicrophorus,tomentosus,F,0.9784,0.272,0.278,8.62
BOST 17,0,21-10-2017,294,4,Nicrophorus,tomentosus,F,0.9747,0.271,0.278,9.2
BONW 106,6,18-08-2017,230,3,Nicrophorus,tomentosus,F,0.9776,0.272,0.278,8.83
PANG 121,6,21-08-2017,233,3,Nicrophorus,tomentosus,F,0.9774,0.272,0.278,8.59
PANG 121,6,21-08-2017,233,3,Nicrophorus,tomentosus,F,0.9774,0.272,0.278,8.21
BONW 89,0,14-08-2017,226,3,Nicrophorus,tomentosus,F,0.9764,0.272,0.279,8.67
MASS 117,0,16-08-2017,228,3,Nicrophorus,tomentosus,F,0.9835,0.274,0.279,8.3
PANG 140,6,21-08-2017,233,3,Nicrophorus,tomentosus,F,0.9757,0.272,0.279,8.45
HUGH 137,0,22-08-2017,234,3,Nicrophorus,tomentosus,F,0.9754,0.272,0.279,8.5
BONW 129,6,04-08-2017,216,3,Nicrophorus,tomentosus,F,0.9746,0.272,0.279,8.08
BONW 103,0,18-08-2017,230,3,Nicrophorus,tomentosus,F,0.9849,0.275,0.279,8.56
BONW 106,6,18-08-2017,230,3,Nicrophorus,tomentosus,F,0.9776,0.273,0.279,8.84
BONW 103,0,18-08-2017,230,3,Nicrophorus,tomentosus,F,0.9846,0.275,0.279,9.01
PANG 114,6,17-09-2015,260,4,Nicrophorus,tomentosus,F,0.9766,0.273,0.28,8.32
PANG 23,0,20-08-2017,232,3,Nicrophorus,tomentosus,F,0.9835,0.275,0.28,8.24
HUGH 79,0,10-08-2017,222,3,Nicrophorus,tomentosus,F,0.9763,0.273,0.28,7.89
MASS 4,6,07-08-2017,219,3,Nicrophorus,tomentosus,F,0.9763,0.273,0.28,8.02
MASS 12,0,16-08-2017,228,3,Nicrophorus,tomentosus,F,0.9759,0.273,0.28,8.66
CAPE 53,6,08-08-2017,220,3,Nicrophorus,tomentosus,F,0.9826,0.275,0.28,8.08
PANG 140,0,21-08-2017,233,3,Nicrophorus,tomentosus,F,0.9754,0.273,0.28,8.65
QUBS 42,6,11-08-2017,223,3,Nicrophorus,tomentosus,F,0.9753,0.273,0.28,8.93
QUBS 42,6,11-08-2017,223,3,Nicrophorus,tomentosus,F,0.9753,0.273,0.28,8.2
BONW 129,6,29-10-2017,302,4,Nicrophorus,tomentosus,F,0.9753,0.273,0.28,7.95
MASS 12,0,16-08-2017,228,3,Nicrophorus,tomentosus,F,0.9752,0.273,0.28,8.22
CAPE 47,6,17-08-2017,229,3,Nicrophorus,tomentosus,F,0.9822,0.275,0.28,8.55
HUGH 126,6,10-08-2017,222,3,Nicrophorus,tomentosus,F,0.9784,0.274,0.28,8.54
PANG 114,6,11-08-2017,223,3,Nicrophorus,tomentosus,F,0.9784,0.274,0.28,8.92
BONW 94,0,18-08-2017,230,3,Nicrophorus,tomentosus,F,0.9851,0.276,0.28,8.35
MASS 3,6,07-08-2017,219,3,Nicrophorus,tomentosus,F,0.9815,0.275,0.28,7.86
HUGH 116,6,10-08-2017,222,3,Nicrophorus,tomentosus,F,0.9778,0.274,0.28,8.54
CAPE 136,6,17-08-2017,229,3,Nicrophorus,tomentosus,F,0.9742,0.273,0.28,8.71
HUGH 137,0,22-08-2017,234,3,Nicrophorus,tomentosus,F,0.9741,0.273,0.28,9.17
BONW 103,0,18-08-2017,230,3,Nicrophorus,tomentosus,F,0.9846,0.276,0.28,8.62
BONW 103,0,18-08-2017,230,3,Nicrophorus,tomentosus,F,0.9846,0.276,0.28,8.39
PANG 121,6,21-08-2017,233,3,Nicrophorus,tomentosus,F,0.9774,0.274,0.28,9.13
PANG 121,0,21-08-2017,233,3,Nicrophorus,tomentosus,F,0.9772,0.274,0.28,9.01
MASS 141,0,07-08-2017,219,3,Nicrophorus,tomentosus,F,0.977,0.274,0.28,7.47
MASS 10,0,09-08-2017,221,3,Nicrophorus,tomentosus,F,0.9801,0.275,0.281,8.23
QUBS 110,6,15-09-2017,258,4,Nicrophorus,tomentosus,F,0.9764,0.274,0.281,8.24
QUBS 110,6,11-08-2017,223,3,Nicrophorus,tomentosus,F,0.9757,0.274,0.281,8.7
HUGH 70,6,25-08-2017,237,3,Nicrophorus,tomentosus,F,0.9756,0.274,0.281,8.01
HUGH 137,0,22-08-2017,234,3,Nicrophorus,tomentosus,F,0.9754,0.274,0.281,7.68
HUGH 131,0,25-08-2017,237,3,Nicrophorus,tomentosus,F,0.9819,0.276,0.281,8.85
MASS 7,6,02-08-2017,214,3,Nicrophorus,tomentosus,F,0.9747,0.274,0.281,8.58
MASS 117,6,16-08-2017,228,3,Nicrophorus,tomentosus,F,0.9745,0.274,0.281,7.94
BONW 106,6,18-08-2017,230,3,Nicrophorus,tomentosus,F,0.9776,0.275,0.281,8.43
MASS 117,0,16-08-2017,228,3,Nicrophorus,tomentosus,F,0.9835,0.277,0.282,8.18
MASS 4,6,07-08-2017,219,3,Nicrophorus,tomentosus,F,0.9763,0.275,0.282,8.03
PANG 41,0,12-08-2017,224,3,Nicrophorus,tomentosus,F,0.9818,0.277,0.282,8.64
PANG 41,0,12-08-2017,224,3,Nicrophorus,tomentosus,F,0.9818,0.277,0.282,8.35
BRAC 128,6,24-08-2017,236,3,Nicrophorus,tomentosus,F,0.9782,0.276,0.282,8.35
TURID 204,0,14-08-2017,226,3,Nicrophorus,tomentosus,F,0.9777,0.276,0.282,9.09
HUGH 133,0,30-09-2017,273,4,Nicrophorus,tomentosus,F,0.9773,0.276,0.282,8.24
PANG 121,0,21-08-2017,233,3,Nicrophorus,tomentosus,F,0.9772,0.276,0.282,8.57
PANG 140,0,21-08-2017,233,3,Nicrophorus,tomentosus,F,0.9754,0.276,0.283,8.53
BRAC 128,6,24-08-2017,236,3,Nicrophorus,tomentosus,F,0.9782,0.277,0.283,8.29
CAPE 57,6,17-08-2017,229,3,Nicrophorus,tomentosus,F,0.9746,0.276,0.283,8.07
MASS 117,6,16-08-2017,228,3,Nicrophorus,tomentosus,F,0.9745,0.276,0.283,8.11
CAPE 55,0,17-08-2017,229,3,Nicrophorus,tomentosus,F,0.978,0.277,0.283,9.15
PANG 115,6,22-09-2017,265,4,Nicrophorus,tomentosus,F,0.9744,0.276,0.283,8.99
HUGH 137,0,22-08-2017,234,3,Nicrophorus,tomentosus,F,0.9741,0.276,0.283,8.47
MASS 125,0,07-08-2017,219,3,Nicrophorus,tomentosus,F,0.9739,0.276,0.283,9.52
MASS 10,6,09-08-2017,221,3,Nicrophorus,tomentosus,F,0.977,0.277,0.284,7.97
BRAC 122,6,24-08-2017,236,3,Nicrophorus,tomentosus,F,0.977,0.277,0.284,8.39
PANG 108,6,11-08-2017,223,3,Nicrophorus,tomentosus,F,0.98,0.278,0.284,8.9
PANG 108,6,11-08-2017,223,3,Nicrophorus,tomentosus,F,0.98,0.278,0.284,8.35
CAPE 53,6,08-08-2017,220,3,Nicrophorus,tomentosus,F,0.9826,0.279,0.284,8.51
BONW 90,6,14-08-2017,226,3,Nicrophorus,tomentosus,F,0.9753,0.277,0.284,8.22
PANG 41,0,12-08-2017,224,3,Nicrophorus,tomentosus,F,0.9818,0.279,0.284,9.09
CAPE 57,6,17-08-2017,229,3,Nicrophorus,tomentosus,F,0.9746,0.277,0.284,9.06
MASS 117,6,16-08-2017,228,3,Nicrophorus,tomentosus,F,0.9742,0.277,0.284,8.53
CAPE 47,0,17-08-2017,229,3,Nicrophorus,tomentosus,F,0.9776,0.278,0.284,8.43
CAPE 51,0,17-08-2017,229,3,Nicrophorus,tomentosus,F,0.9809,0.279,0.284,8.39
HUGH 137,6,22-08-2017,234,3,Nicrophorus,tomentosus,F,0.9808,0.279,0.284,8.66
HUGH 137,6,22-08-2017,234,3,Nicrophorus,tomentosus,F,0.9807,0.279,0.284,8.25
HUGH 80,6,15-08-2017,227,3,Nicrophorus,tomentosus,F,0.977,0.278,0.285,8.54
BRAC 122,6,24-08-2017,236,3,Nicrophorus,tomentosus,F,0.977,0.278,0.285,8.47
PANG 114,6,17-09-2015,260,4,Nicrophorus,tomentosus,F,0.9766,0.278,0.285,8.26
BOST 113,0,21-10-2017,294,4,Nicrophorus,tomentosus,F,0.9729,0.277,0.285,8.66
PANG 108,6,15-09-2017,258,4,Nicrophorus,tomentosus,F,0.9757,0.278,0.285,7.92
MASS 141,6,07-08-2017,219,3,Nicrophorus,tomentosus,F,0.9756,0.278,0.285,7.94
BONW 90,6,14-08-2017,226,3,Nicrophorus,tomentosus,F,0.9753,0.278,0.285,8.92
MASS 119,6,16-08-2017,228,3,Nicrophorus,tomentosus,F,0.9784,0.279,0.285,8.83
PANG 41,0,12-08-2017,224,3,Nicrophorus,tomentosus,F,0.9818,0.28,0.285,8.15
QUBS 42,6,11-08-2017,223,3,Nicrophorus,tomentosus,F,0.9745,0.278,0.285,7.69
CAPE 55,0,17-08-2017,229,3,Nicrophorus,tomentosus,F,0.978,0.279,0.285,8.42
BRAC 122,6,24-08-2017,236,3,Nicrophorus,tomentosus,F,0.977,0.279,0.286,8.56
BRAC 132,0,24-08-2017,236,3,Nicrophorus,tomentosus,F,0.9769,0.279,0.286,8.59
PANG 114,6,17-09-2015,260,4,Nicrophorus,tomentosus,F,0.9766,0.279,0.286,7.99
PANG 23,0,20-08-2017,232,3,Nicrophorus,tomentosus,F,0.9835,0.281,0.286,8.29
HUGH 79,0,10-08-2017,222,3,Nicrophorus,tomentosus,F,0.9763,0.279,0.286,8.83
HUGH 137,0,22-08-2017,234,3,Nicrophorus,tomentosus,F,0.9754,0.279,0.286,8.71
HUGH 137,0,22-08-2017,234,3,Nicrophorus,tomentosus,F,0.9754,0.279,0.286,8.7
CAPE 63,6,15-08-2017,227,3,Nicrophorus,tomentosus,F,0.9749,0.279,0.286,8.96
PANG 118,6,03-08-2017,215,3,Nicrophorus,tomentosus,F,0.9748,0.279,0.286,8.23
CAPE 127,0,08-08-2017,220,3,Nicrophorus,tomentosus,F,0.9778,0.28,0.286,8.41
HUGH 116,6,10-08-2017,222,3,Nicrophorus,tomentosus,F,0.9778,0.28,0.286,9.31
HUGH 116,6,10-08-2017,222,3,Nicrophorus,tomentosus,F,0.9778,0.28,0.286,9.12
TURID 204,0,14-08-2017,226,3,Nicrophorus,tomentosus,F,0.9777,0.28,0.286,8.28
BONW 90,0,14-08-2017,226,3,Nicrophorus,tomentosus,F,0.9775,0.28,0.286,8.7
PANG 25,6,21-08-2017,233,3,Nicrophorus,tomentosus,F,0.9765,0.28,0.287,8.49
PANG 118,0,03-08-2017,215,3,Nicrophorus,tomentosus,F,0.9796,0.281,0.287,8.31
PANG 35,0,22-08-2017,234,3,Nicrophorus,tomentosus,F,0.9795,0.281,0.287,8.81
PANG 140,0,21-08-2017,233,3,Nicrophorus,tomentosus,F,0.9754,0.28,0.287,8.09
MASS 130,0,09-08-2017,221,3,Nicrophorus,tomentosus,F,0.975,0.28,0.287,8.86
MASS 7,6,02-08-2017,214,3,Nicrophorus,tomentosus,F,0.9747,0.28,0.287,8.62
HUGH 116,6,10-08-2017,222,3,Nicrophorus,tomentosus,F,0.9778,0.281,0.287,9.34
BONW 92,6,18-08-2017,230,3,Nicrophorus,tomentosus,F,0.9845,0.283,0.287,8.97
PANG 29,0,22-08-2017,234,3,Nicrophorus,tomentosus,F,0.9808,0.282,0.288,8.36
MASS 120,6,16-08-2017,228,3,Nicrophorus,tomentosus,F,0.9802,0.282,0.288,8.06
MASS 203,0,23-08-2017,235,3,Nicrophorus,tomentosus,F,0.98,0.282,0.288,8.58
BONW 103,6,18-08-2017,230,3,Nicrophorus,tomentosus,F,0.9765,0.281,0.288,8.31
HUGH 123,0,25-08-2017,237,3,Nicrophorus,tomentosus,F,0.9751,0.281,0.288,8.71
HUGH 131,0,25-08-2017,237,3,Nicrophorus,tomentosus,F,0.9819,0.283,0.288,8.08
MOOR 46,0,06-10-2017,279,4,Nicrophorus,tomentosus,F,0.9749,0.281,0.288,8.74
BONW 129,6,04-08-2017,216,3,Nicrophorus,tomentosus,F,0.9746,0.281,0.288,8.45
MASS 3,6,07-08-2017,219,3,Nicrophorus,tomentosus,F,0.9815,0.283,0.288,8.33
PANG 23,6,22-08-2017,234,3,Nicrophorus,tomentosus,F,0.9779,0.282,0.288,8.74
PANG 23,6,22-08-2017,234,3,Nicrophorus,tomentosus,F,0.9779,0.282,0.288,8.47
PANG 115,6,22-09-2017,265,4,Nicrophorus,tomentosus,F,0.9744,0.281,0.288,8.42
BONW 92,6,18-08-2017,230,3,Nicrophorus,tomentosus,F,0.9845,0.284,0.288,8.25
CAPE 56,0,08-08-2017,220,3,Nicrophorus,tomentosus,F,0.9738,0.281,0.289,8.72
MASS 120,6,16-08-2017,228,3,Nicrophorus,tomentosus,F,0.9802,0.283,0.289,7.39
PANG 23,0,20-08-2017,232,3,Nicrophorus,tomentosus,F,0.9835,0.284,0.289,9.08
PANG 108,6,11-08-2017,223,3,Nicrophorus,tomentosus,F,0.98,0.283,0.289,8.07
BONW 103,6,18-08-2017,230,3,Nicrophorus,tomentosus,F,0.9765,0.282,0.289,8.5
BONW 89,0,14-08-2017,226,3,Nicrophorus,tomentosus,F,0.9764,0.282,0.289,8.78
BOST 113,0,21-10-2017,294,4,Nicrophorus,tomentosus,F,0.9729,0.281,0.289,8.64
HUGH 137,0,22-08-2017,234,3,Nicrophorus,tomentosus,F,0.9754,0.282,0.289,8.26
CAPE 48,6,15-08-2017,227,3,Nicrophorus,tomentosus,F,0.9754,0.282,0.289,8.17
HUGH 126,6,10-08-2017,222,3,Nicrophorus,tomentosus,F,0.9784,0.283,0.289,8.52
HUGH 126,6,10-08-2017,222,3,Nicrophorus,tomentosus,F,0.9784,0.283,0.289,8.05
PANG 118,6,03-08-2017,215,3,Nicrophorus,tomentosus,F,0.9748,0.282,0.289,8.02
MASS 130,0,09-08-2017,221,3,Nicrophorus,tomentosus,F,0.9747,0.282,0.289,9.08
MASS 15,6,07-08-2017,219,3,Nicrophorus,tomentosus,F,0.9744,0.282,0.289,8.69
BONW 92,6,18-08-2017,230,3,Nicrophorus,tomentosus,F,0.9845,0.285,0.289,8.06
PANG 29,0,22-08-2017,234,3,Nicrophorus,tomentosus,F,0.9808,0.284,0.29,8.66
PANG 29,6,22-08-2017,234,3,Nicrophorus,tomentosus,F,0.9769,0.283,0.29,8.57
BRAC 105,0,24-08-2017,236,3,Nicrophorus,tomentosus,F,0.9765,0.283,0.29,8.58
PANG 32,6,22-09-2017,265,4,Nicrophorus,tomentosus,F,0.9755,0.283,0.29,8.39
HUGH 123,0,25-08-2017,237,3,Nicrophorus,tomentosus,F,0.9751,0.283,0.29,8.69
PANG 29,0,22-08-2017,234,3,Nicrophorus,tomentosus,F,0.9808,0.285,0.291,8.51
HUGH 137,6,22-08-2017,234,3,Nicrophorus,tomentosus,F,0.9808,0.285,0.291,8.56
HUGH 70,0,25-08-2017,237,3,Nicrophorus,tomentosus,F,0.9737,0.283,0.291,8.39
PANG 24,6,22-08-2017,234,3,Nicrophorus,tomentosus,F,0.977,0.284,0.291,8.19
CAPE 64,0,12-07-2017,193,2,Nicrophorus,tomentosus,F,0.9761,0.284,0.291,8.75
MASS 12,0,16-08-2017,228,3,Nicrophorus,tomentosus,F,0.9759,0.284,0.291,9.22
PANG 108,6,15-09-2017,258,4,Nicrophorus,tomentosus,F,0.9757,0.284,0.291,8.52
HUGH 131,0,25-08-2017,237,3,Nicrophorus,tomentosus,F,0.9819,0.286,0.291,8.22
BONW 94,0,18-08-2017,230,3,Nicrophorus,tomentosus,F,0.9851,0.287,0.291,8.54
HUGH 116,6,10-08-2017,222,3,Nicrophorus,tomentosus,F,0.9778,0.285,0.291,7.97
HUGH 116,6,30-09-2017,273,4,Nicrophorus,tomentosus,F,0.974,0.284,0.292,8.51
HUGH 123,0,25-08-2017,237,3,Nicrophorus,tomentosus,F,0.9842,0.287,0.292,8.85
CAPE 127,6,08-08-2017,220,3,Nicrophorus,tomentosus,F,0.9804,0.286,0.292,8.55
PANG 23,0,20-08-2017,232,3,Nicrophorus,tomentosus,F,0.9835,0.287,0.292,8.42
BOST 113,0,01-08-2017,213,3,Nicrophorus,tomentosus,F,0.9794,0.286,0.292,8.9
HUGH 19,0,25-08-2017,237,3,Nicrophorus,tomentosus,F,0.9751,0.285,0.292,9.21
BONW 107,6,14-08-2017,226,3,Nicrophorus,tomentosus,F,0.9751,0.285,0.292,8.46
CAPE 57,6,17-08-2017,229,3,Nicrophorus,tomentosus,F,0.9746,0.285,0.292,8.09
PANG 115,6,22-09-2017,265,4,Nicrophorus,tomentosus,F,0.9744,0.285,0.292,8.35
BONW 106,6,18-08-2017,230,3,Nicrophorus,tomentosus,F,0.9776,0.286,0.293,7.98
MASS 111,0,28-09-2017,271,4,Nicrophorus,tomentosus,F,0.9741,0.285,0.293,8.5
CAPE 51,0,17-08-2017,229,3,Nicrophorus,tomentosus,F,0.9809,0.287,0.293,8.36
HUGH 123,0,25-08-2017,237,3,Nicrophorus,tomentosus,F,0.9842,0.288,0.293,8.72
BRAC 132,0,24-08-2017,236,3,Nicrophorus,tomentosus,F,0.9769,0.286,0.293,8.22
PANG 114,6,11-08-2017,223,3,Nicrophorus,tomentosus,F,0.9784,0.287,0.293,8.92
BONW 94,0,18-08-2017,230,3,Nicrophorus,tomentosus,F,0.9851,0.289,0.293,8.26
MASS 3,6,07-08-2017,219,3,Nicrophorus,tomentosus,F,0.9815,0.288,0.293,8.86
MASS 3,6,07-08-2017,219,3,Nicrophorus,tomentosus,F,0.9815,0.288,0.293,8.26
BONW 106,6,18-08-2017,230,3,Nicrophorus,tomentosus,F,0.9776,0.287,0.294,8.08
BRAC 122,6,24-08-2017,236,3,Nicrophorus,tomentosus,F,0.977,0.287,0.294,8.17
CAPE 49,6,15-08-2017,227,3,Nicrophorus,tomentosus,F,0.9768,0.287,0.294,8.02
PANG 140,0,21-08-2017,233,3,Nicrophorus,tomentosus,F,0.9754,0.287,0.294,8.69
PANG 140,0,21-08-2017,233,3,Nicrophorus,tomentosus,F,0.9754,0.287,0.294,7.77
CAPE 48,6,15-08-2017,227,3,Nicrophorus,tomentosus,F,0.9754,0.287,0.294,9.02
PANG 41,0,12-08-2017,224,3,Nicrophorus,tomentosus,F,0.9818,0.289,0.294,8.58
MASS 202,0,23-08-2017,235,3,Nicrophorus,tomentosus,F,0.9748,0.287,0.294,8.42
PANG 118,6,03-08-2017,215,3,Nicrophorus,tomentosus,F,0.9748,0.287,0.294,8.9
PANG 118,6,03-08-2017,215,3,Nicrophorus,tomentosus,F,0.9748,0.287,0.294,8.11
BONW 129,6,04-08-2017,216,3,Nicrophorus,tomentosus,F,0.9746,0.287,0.294,7.9
MASS 117,6,16-08-2017,228,3,Nicrophorus,tomentosus,F,0.9742,0.287,0.295,8.03
BONW 90,0,14-08-2017,226,3,Nicrophorus,tomentosus,F,0.9775,0.288,0.295,8.59
PANG 121,6,21-08-2017,233,3,Nicrophorus,tomentosus,F,0.9774,0.288,0.295,8.42
PANG 23,0,20-08-2017,232,3,Nicrophorus,tomentosus,F,0.9835,0.29,0.295,7.85
MASS 203,0,23-08-2017,235,3,Nicrophorus,tomentosus,F,0.98,0.289,0.295,8.98
PANG 108,6,11-08-2017,223,3,Nicrophorus,tomentosus,F,0.98,0.289,0.295,8
CAPE 47,6,17-08-2017,229,3,Nicrophorus,tomentosus,F,0.9822,0.29,0.295,8.05
BONW 90,6,14-08-2017,226,3,Nicrophorus,tomentosus,F,0.9753,0.288,0.295,9.13
MASS 7,0,02-08-2017,214,3,Nicrophorus,tomentosus,F,0.975,0.288,0.295,9.14
BONW 103,0,18-08-2017,230,3,Nicrophorus,tomentosus,F,0.9849,0.291,0.295,8.68
HUGH 116,6,10-08-2017,222,3,Nicrophorus,tomentosus,F,0.9778,0.289,0.296,8.13
HUGH 116,6,30-09-2017,273,4,Nicrophorus,tomentosus,F,0.974,0.288,0.296,8.47
HUGH 137,6,22-08-2017,234,3,Nicrophorus,tomentosus,F,0.9807,0.29,0.296,8.9
MASS 200,6,23-08-2017,235,3,Nicrophorus,tomentosus,F,0.9769,0.289,0.296,8.76
HUGH 123,6,25-08-2017,237,3,Nicrophorus,tomentosus,F,0.9769,0.289,0.296,8.42
MASS 124,6,16-08-2017,228,3,Nicrophorus,tomentosus,F,0.9768,0.289,0.296,8.85
BONW 92,0,18-08-2017,230,3,Nicrophorus,tomentosus,F,0.9823,0.291,0.296,8.56
BONW 107,6,14-08-2017,226,3,Nicrophorus,tomentosus,F,0.9752,0.289,0.296,8.6
QUBS 42,6,15-09-2017,258,4,Nicrophorus,tomentosus,F,0.9749,0.289,0.296,8.3
CAPE 55,0,17-08-2017,229,3,Nicrophorus,tomentosus,F,0.978,0.29,0.297,8.8
HUGH 19,6,25-08-2017,237,3,Nicrophorus,tomentosus,F,0.9745,0.289,0.297,7.9
CAPE 51,0,17-08-2017,229,3,Nicrophorus,tomentosus,F,0.9809,0.291,0.297,8.23
HUGH 137,6,22-08-2017,234,3,Nicrophorus,tomentosus,F,0.9808,0.291,0.297,9.36
MASS 130,0,28-09-2017,271,4,Nicrophorus,tomentosus,F,0.9769,0.29,0.297,8.79
MASS 120,6,16-08-2017,228,3,Nicrophorus,tomentosus,F,0.9802,0.291,0.297,8.76
MASS 120,6,16-08-2017,228,3,Nicrophorus,tomentosus,F,0.9802,0.291,0.297,6.61
MASS 202,6,23-08-2017,235,3,Nicrophorus,tomentosus,F,0.9761,0.29,0.297,8.51
BONW 107,6,14-08-2017,226,3,Nicrophorus,tomentosus,F,0.9751,0.29,0.297,8.2
PANG 114,6,11-08-2017,223,3,Nicrophorus,tomentosus,F,0.9784,0.291,0.297,8.42
QUBS 42,6,15-09-2017,258,4,Nicrophorus,tomentosus,F,0.9749,0.29,0.297,8.4
QUBS 42,6,11-08-2017,223,3,Nicrophorus,tomentosus,F,0.9745,0.29,0.298,8.22
TURID 204,0,14-08-2017,226,3,Nicrophorus,tomentosus,F,0.9777,0.291,0.298,9.08
HUGH 70,6,25-08-2017,237,3,Nicrophorus,tomentosus,F,0.9756,0.291,0.298,7.88
HUGH 137,0,22-08-2017,234,3,Nicrophorus,tomentosus,F,0.9754,0.291,0.298,8.96
MASS 109,6,23-08-2017,235,3,Nicrophorus,tomentosus,F,0.9753,0.291,0.298,8.48
PANG 41,0,12-08-2017,224,3,Nicrophorus,tomentosus,F,0.9818,0.293,0.298,8.78
BONW 103,6,18-08-2017,230,3,Nicrophorus,tomentosus,F,0.9772,0.292,0.299,8.32
BRAC 132,6,24-08-2017,236,3,Nicrophorus,tomentosus,F,0.9771,0.292,0.299,8.88
PANG 23,0,20-08-2017,232,3,Nicrophorus,tomentosus,F,0.9835,0.294,0.299,8.69
PANG 35,0,22-08-2017,234,3,Nicrophorus,tomentosus,F,0.9766,0.292,0.299,8.66
MASS 202,6,23-08-2017,235,3,Nicrophorus,tomentosus,F,0.9761,0.292,0.299,8.51
MASS 10,6,06-09-2017,249,4,Nicrophorus,tomentosus,F,0.9757,0.292,0.299,8.33
PANG 41,0,12-08-2017,224,3,Nicrophorus,tomentosus,F,0.9818,0.294,0.299,8.32
BONW 103,0,18-08-2017,230,3,Nicrophorus,tomentosus,F,0.9846,0.295,0.3,8.89
CAPE 47,0,17-08-2017,229,3,Nicrophorus,tomentosus,F,0.9776,0.293,0.3,8.49
HUGH 137,6,22-08-2017,234,3,Nicrophorus,tomentosus,F,0.9808,0.294,0.3,8.95
HUGH 116,6,30-09-2017,273,4,Nicrophorus,tomentosus,F,0.974,0.292,0.3,9.02
QUBS 110,0,11-08-2017,223,3,Nicrophorus,tomentosus,F,0.982,0.295,0.3,9.12
